sample_id,herb_name,timestamp,quality_level,temperature_c,humidity_percent,ph_value,tds_ppm,uv_intensity,moisture_percent,color_r,color_g,color_b,SS_voltage,Cu_voltage,Zn_voltage,Ag_voltage,Pt_voltage
RAW-00170,Turmeric Powder,2025-08-16T16:33:23,low,30.17,66.2,6.37,645.5,4.11,23.4,99,171,177,1.196,0.957,1.32,1.607,1.438
RAW-00171,Arjuna Bark,2025-06-17T17:54:01,high,30.27,73.9,5.43,1073.1,1.61,13.6,76,220,108,2.198,1.921,2.446,3.011,2.734
RAW-00172,Tejpatta Leaves,2025-06-28T17:40:54,high,25.54,84.7,7.93,191.2,3.56,15.2,224,125,91,1.785,1.573,2.11,2.452,2.231
RAW-00173,Shankhpushpi,2025-07-21T13:19:23,low,27.44,78.8,8.16,1091.0,1.49,14.9,84,163,174,0.812,0.679,1.133,1.308,1.244
RAW-00174,Dalchini Bark,2025-08-24T13:36:00,high,20.24,72.6,5.17,499.9,2.57,21.9,81,154,133,1.3,1.044,1.639,1.866,1.67
RAW-00175,Ajwain Seeds,2025-09-19T12:57:05,low,28.75,70.1,7.03,702.9,2.7,21.2,107,81,80,1.314,1.141,1.603,1.828,1.767
RAW-00176,Mulethi Root,2025-06-07T16:00:13,high,28.63,73.5,5.27,733.4,2.42,15.7,163,248,62,0.745,0.478,0.937,1.252,1.046
RAW-00177,Jeera Seeds,2025-08-26T13:25:32,medium,26.14,73.6,5.46,693.5,1.48,11.2,194,67,91,1.286,1.046,1.54,1.707,1.577
RAW-00178,Curry Leaves,2025-09-09T09:16:08,high,21.66,70.0,7.82,326.0,4.59,18.3,210,125,226,1.705,1.358,1.903,2.155,2.033
RAW-00179,Tulsi Leaves,2025-06-03T08:54:25,high,28.49,66.8,5.32,473.3,3.77,17.2,112,244,229,1.257,0.773,1.435,2.121,1.728
RAW-00180,Elaichi Seeds,2025-06-26T09:13:43,medium,28.24,75.8,8.4,881.7,1.77,19.7,183,254,241,1.215,0.962,1.398,1.715,1.53
RAW-00181,Ashwagandha Root,2025-06-18T11:58:53,high,20.96,46.7,5.79,861.6,4.3,20.0,84,168,63,1.956,1.818,2.335,2.693,2.531
RAW-00182,Triphala Powder,2025-06-10T13:43:54,high,28.67,68.7,5.27,1016.7,3.15,19.0,122,51,57,2.026,1.622,2.269,2.631,2.404
RAW-00183,Curry Leaves,2025-07-23T11:09:20,high,22.71,81.8,4.55,851.6,3.73,17.3,59,169,249,1.619,1.4,1.981,2.181,2.094
RAW-00184,Tulsi Leaves,2025-08-09T12:56:38,high,18.63,62.5,7.88,430.5,2.17,10.6,84,228,163,1.135,0.75,1.509,1.989,1.786
RAW-00185,Elaichi Seeds,2025-06-18T15:07:29,high,18.79,64.4,8.15,935.0,2.78,13.7,78,52,139,1.261,0.998,1.649,1.909,1.635
RAW-00186,Kalonji Seeds,2025-07-28T17:11:01,high,30.59,69.9,5.03,499.1,1.09,23.6,89,205,209,2.041,1.758,2.241,2.624,2.371
RAW-00187,Giloy Stems,2025-06-15T11:20:05,medium,25.54,81.5,6.05,1252.9,0.76,24.0,126,152,155,1.27,1.083,1.579,1.926,1.847
RAW-00188,Arjuna Bark,2025-07-28T17:37:03,medium,22.74,61.2,5.46,961.9,3.24,22.8,220,212,112,1.909,1.703,2.179,2.458,2.337
RAW-00189,Elaichi Seeds,2025-09-06T16:13:03,high,29.14,48.1,5.63,898.7,1.36,24.0,175,208,160,1.25,1.025,1.579,1.883,1.793
RAW-00190,Honey,2025-07-21T09:54:23,low,18.43,74.1,8.0,370.0,0.88,10.9,200,205,65,0.354,0.255,0.245,0.463,0.521
RAW-00191,Methi Seeds,2025-08-18T08:49:36,high,24.44,73.4,8.43,122.8,0.57,20.8,127,134,79,1.861,1.639,2.009,2.409,2.197
RAW-00192,Kalonji Seeds,2025-06-09T08:04:57,medium,30.52,58.4,6.96,1394.0,4.81,17.6,197,231,74,1.612,1.291,1.936,2.088,1.984
RAW-00193,Tejpatta Leaves,2025-09-28T12:17:46,high,29.35,82.9,4.87,284.1,4.81,18.1,66,76,224,1.839,1.504,2.208,2.347,2.347
RAW-00194,Brahmi Leaves,2025-08-01T11:18:16,high,28.51,54.4,5.07,318.8,0.99,17.7,161,223,209,1.408,1.18,1.786,2.125,1.803
RAW-00195,Honey,2025-06-18T14:48:28,high,30.45,51.4,5.19,436.8,0.69,13.5,104,117,137,0.408,0.11,0.33,0.43,0.712
RAW-00196,Tejpatta Leaves,2025-06-07T16:30:11,high,23.54,72.5,7.76,655.2,1.62,24.1,135,123,100,1.764,1.526,2.038,2.29,2.016
RAW-00197,Mulethi Root,2025-08-15T08:06:12,low,21.74,65.2,7.61,1294.6,4.24,15.4,66,213,148,0.396,0.257,0.539,0.856,0.608
RAW-00198,Shatavari Root,2025-06-02T16:12:51,high,18.03,55.4,6.57,1097.2,0.95,18.2,165,211,116,1.134,0.795,1.495,1.776,1.644
RAW-00199,Jeera Seeds,2025-08-14T14:44:01,high,21.72,77.3,5.51,1244.4,0.52,23.0,113,187,128,1.409,1.145,1.695,1.981,1.793
RAW-00200,Jeera Seeds,2025-07-18T09:22:32,medium,24.23,81.0,5.03,610.7,4.12,24.5,203,97,144,1.212,1.141,1.418,1.743,1.528
RAW-00201,Honey,2025-08-03T13:57:50,high,28.53,68.5,5.35,190.7,0.41,18.9,251,118,58,0.348,0.1,0.188,0.466,0.748
RAW-00202,Turmeric Powder,2025-07-30T13:30:09,medium,19.44,45.5,5.06,1087.8,4.87,24.7,198,115,231,1.425,1.139,1.681,1.926,1.777
RAW-00203,Turmeric Powder,2025-08-29T17:58:37,low,18.8,68.5,7.86,75.4,0.34,18.6,63,166,122,1.212,0.933,1.429,1.721,1.439
RAW-00204,Ginger Root,2025-08-30T15:12:25,high,22.81,58.1,6.91,517.4,3.91,11.1,131,136,51,1.379,1.117,1.706,1.915,1.897
RAW-00205,Tulsi Leaves,2025-07-07T11:38:23,high,30.76,50.9,7.08,387.7,0.87,20.3,60,242,128,1.193,0.679,1.441,1.974,1.707
RAW-00206,Tejpatta Leaves,2025-08-07T12:34:12,high,27.48,57.1,5.25,490.4,0.56,12.2,129,107,132,1.795,1.449,2.043,2.429,2.219
RAW-00207,Mulethi Root,2025-07-21T13:23:42,low,22.78,52.3,4.53,727.2,3.46,13.4,235,228,51,0.568,0.315,0.66,0.851,0.775
RAW-00208,Hing Powder,2025-08-22T12:17:15,high,22.89,57.6,7.67,1036.8,1.57,16.9,226,221,124,2.165,1.98,2.615,2.869,2.778
RAW-00209,Turmeric Powder,2025-09-23T09:41:37,high,23.3,48.5,5.87,1473.0,3.19,16.2,190,93,212,1.678,1.285,1.997,2.246,1.998
RAW-00210,Brahmi Leaves,2025-06-09T09:53:40,high,26.89,79.4,5.88,615.9,4.47,22.2,243,60,152,1.544,1.196,1.881,2.154,2.026
RAW-00211,Triphala Powder,2025-06-18T12:35:39,high,25.35,53.0,7.5,1132.3,0.81,23.2,146,160,65,2.076,1.745,2.451,2.837,2.623
RAW-00212,Tulsi Leaves,2025-06-26T15:04:41,medium,25.92,81.7,7.7,704.1,3.62,18.8,121,123,66,1.125,0.678,1.354,1.967,1.597
RAW-00213,Triphala Powder,2025-06-29T17:05:13,medium,23.86,65.7,4.84,1477.6,3.37,14.3,196,116,152,1.761,1.466,1.964,2.341,2.179
RAW-00214,Shankhpushpi,2025-08-15T12:02:10,high,20.9,82.0,5.96,200.3,3.54,14.5,201,115,215,1.208,0.928,1.55,1.89,1.664
RAW-00215,Brahmi Leaves,2025-09-12T17:28:02,high,29.39,53.7,6.67,1453.9,0.82,24.1,118,148,140,1.591,1.296,1.808,2.177,2.017
RAW-00216,Turmeric Powder,2025-08-27T08:38:29,high,27.34,50.0,7.56,354.8,1.68,22.3,50,100,54,1.605,1.26,1.966,2.065,1.998
RAW-00217,Tulsi Leaves,2025-06-12T16:56:50,high,18.01,83.5,8.17,1158.6,0.49,16.7,177,227,126,1.306,0.838,1.58,2.202,1.904
RAW-00218,Neem Leaves,2025-09-04T09:14:35,high,19.11,52.7,6.4,574.2,1.86,17.9,207,68,230,2.413,2.157,2.774,3.206,2.96
RAW-00219,Kalonji Seeds,2025-08-16T09:22:45,low,20.95,72.6,8.01,471.0,0.5,14.5,70,227,220,1.464,1.215,1.678,1.947,1.734
RAW-00220,Elaichi Seeds,2025-06-17T16:05:23,high,24.0,52.6,5.63,437.9,2.64,13.5,235,73,158,1.264,0.988,1.547,1.84,1.792
RAW-00221,Mulethi Root,2025-08-30T16:58:31,high,20.81,80.2,5.28,504.5,3.14,19.6,99,215,72,0.694,0.456,0.899,1.218,0.986
RAW-00222,Shatavari Root,2025-09-23T15:01:58,high,28.44,84.8,7.16,765.5,4.62,10.2,200,190,118,1.157,0.79,1.473,1.72,1.579
RAW-00223,Ajwain Seeds,2025-08-17T15:08:56,medium,20.04,72.9,7.07,1185.0,4.69,20.4,73,114,67,1.496,1.267,1.732,1.968,1.858
RAW-00224,Shankhpushpi,2025-07-27T15:59:06,high,29.24,51.1,5.97,591.4,0.84,22.0,176,217,141,1.38,1.013,1.659,1.948,1.725
RAW-00225,Turmeric Powder,2025-09-11T12:49:37,medium,26.49,51.7,7.69,1094.2,0.52,17.0,168,128,129,1.558,1.089,1.785,2.101,1.862
RAW-00226,Neem Leaves,2025-08-13T11:50:18,medium,22.9,82.1,4.76,846.6,3.0,19.8,150,237,146,1.916,1.667,2.316,2.644,2.519
RAW-00227,Ginger Root,2025-09-16T15:44:18,medium,18.25,73.1,4.59,965.2,0.9,18.5,214,141,89,1.255,0.998,1.53,1.88,1.816
RAW-00228,Giloy Stems,2025-08-18T08:32:46,high,27.36,57.6,7.23,1313.7,1.26,24.7,239,167,213,1.521,1.216,1.794,2.312,2.118
RAW-00229,Shankhpushpi,2025-08-29T14:55:39,high,31.37,81.8,5.74,353.1,4.26,23.6,179,190,208,1.394,0.965,1.68,1.928,1.719
RAW-00230,Neem Leaves,2025-06-28T15:14:32,low,26.8,67.3,7.47,455.7,2.87,11.3,101,140,82,1.642,1.473,1.916,2.23,2.117
RAW-00231,Curry Leaves,2025-07-12T15:22:59,high,23.95,60.4,8.16,1154.8,2.58,24.8,220,165,212,1.764,1.475,2.015,2.39,2.177
RAW-00232,Curry Leaves,2025-09-28T13:56:04,low,21.76,45.8,7.39,97.1,3.02,18.1,124,167,153,1.195,1.029,1.339,1.622,1.53
RAW-00233,Honey,2025-07-24T09:49:06,high,25.66,71.0,7.52,951.9,2.75,21.2,89,68,116,0.511,0.19,0.404,0.49,0.555
RAW-00234,Ginger Root,2025-09-23T10:46:05,high,25.34,83.5,6.93,1475.9,4.22,10.5,84,240,245,1.413,1.143,1.682,1.973,1.817
RAW-00235,Honey,2025-07-27T14:18:41,high,19.62,58.0,5.38,1391.7,4.35,17.5,156,152,243,0.467,0.253,0.352,0.526,0.614
RAW-00236,Amla Fruit,2025-07-28T13:48:56,high,23.13,47.1,7.52,1435.0,1.28,14.9,202,51,135,1.8,1.475,2.208,2.534,2.236
RAW-00237,Arjuna Bark,2025-07-06T13:51:20,medium,18.69,52.6,7.66,708.2,1.58,15.8,112,162,143,1.706,1.59,2.069,2.409,2.231
RAW-00238,Arjuna Bark,2025-08-02T08:39:48,high,25.43,71.5,6.86,662.9,1.08,14.6,151,247,155,2.156,1.878,2.419,2.822,2.685
RAW-00239,Jeera Seeds,2025-07-16T11:57:11,high,24.97,55.5,7.4,324.9,4.47,16.5,192,195,131,1.538,1.217,1.844,2.118,1.976
RAW-00240,Shankhpushpi,2025-08-27T09:39:19,high,19.82,58.8,7.73,407.2,0.41,12.0,254,73,254,1.2,0.935,1.546,1.896,1.687
RAW-00241,Arjuna Bark,2025-06-26T09:15:37,high,27.27,59.2,7.74,477.3,2.9,21.2,101,140,186,2.096,1.886,2.358,2.771,2.692
RAW-00242,Amla Fruit,2025-09-18T08:00:08,high,28.44,46.4,6.8,1190.5,0.18,18.2,115,79,69,1.799,1.45,2.103,2.427,2.342
RAW-00243,Dhania Seeds,2025-09-15T16:09:23,medium,28.15,49.6,6.57,901.7,0.95,24.4,154,183,168,0.985,0.688,1.236,1.432,1.292
RAW-00244,Ashwagandha Root,2025-06-09T08:32:50,medium,20.2,45.6,5.75,902.8,0.78,16.4,70,114,64,2.013,1.692,2.272,2.633,2.355
RAW-00245,Hing Powder,2025-07-31T11:09:22,high,28.35,62.1,5.83,508.9,3.89,10.8,194,252,69,2.373,2.112,2.575,2.915,2.742
RAW-00246,Triphala Powder,2025-06-02T12:00:03,high,22.52,82.4,5.95,615.9,0.62,20.1,92,69,197,1.997,1.836,2.406,2.744,2.591
RAW-00247,Dhania Seeds,2025-07-27T09:09:33,medium,20.52,68.1,8.33,779.5,0.51,19.3,231,249,108,1.107,0.756,1.46,1.61,1.493
RAW-00248,Hing Powder,2025-08-05T13:31:53,high,31.02,60.3,6.47,1349.5,4.05,10.1,177,207,74,2.35,2.043,2.741,2.938,2.729
RAW-00249,Brahmi Leaves,2025-06-19T15:27:07,high,23.77,82.4,4.69,354.9,2.87,19.2,254,174,122,1.37,1.226,1.634,2.001,1.847
RAW-00250,Hing Powder,2025-08-12T17:37:41,high,21.2,80.3,4.58,1141.5,2.42,16.7,52,174,61,2.298,1.987,2.653,2.967,2.812
RAW-00251,Ashwagandha Root,2025-08-17T12:48:42,high,20.34,60.2,5.91,242.1,3.39,17.6,82,121,74,2.108,1.888,2.536,2.899,2.804
RAW-00252,Ajwain Seeds,2025-09-06T16:22:04,low,22.91,60.1,6.63,50.3,1.28,13.1,180,122,171,1.442,1.17,1.636,1.896,1.648
RAW-00253,Honey,2025-06-26T09:22:22,low,30.09,81.7,8.49,272.8,4.33,14.0,198,74,60,0.264,0.17,0.178,0.299,0.379
RAW-00254,Turmeric Powder,2025-07-20T16:34:51,high,18.21,56.3,6.25,969.0,2.31,15.1,121,211,179,1.68,1.32,1.867,2.281,2.02
RAW-00255,Shankhpushpi,2025-09-07T14:48:07,medium,26.66,57.4,4.84,181.9,4.62,20.3,66,144,221,1.152,0.758,1.365,1.675,1.493
RAW-00256,Elaichi Seeds,2025-09-09T09:46:37,high,22.58,45.4,7.3,214.2,3.89,17.4,201,228,235,1.264,0.981,1.494,1.852,1.666
RAW-00257,Giloy Stems,2025-07-03T13:48:56,high,28.55,53.8,6.27,945.8,3.87,11.6,167,241,128,1.543,1.238,1.924,2.198,1.997
RAW-00258,Mulethi Root,2025-09-15T13:51:08,low,28.5,48.9,6.4,1487.9,3.88,13.2,206,66,117,0.592,0.41,0.624,0.833,0.772
RAW-00259,Honey,2025-07-31T11:09:24,medium,19.58,82.4,5.23,416.5,2.09,15.7,72,97,158,0.348,0.215,0.316,0.248,0.495
RAW-00260,Pudina Leaves,2025-07-08T16:35:26,high,22.74,63.9,6.95,1309.8,3.34,16.5,73,113,248,1.634,1.306,1.871,2.176,2.015
RAW-00261,Triphala Powder,2025-06-24T12:37:29,medium,27.38,45.0,7.72,164.9,1.04,15.8,177,224,171,1.816,1.555,2.063,2.363,2.187
RAW-00262,Ajwain Seeds,2025-07-06T09:06:41,high,31.28,78.7,7.39,163.1,0.62,17.4,209,180,98,1.859,1.457,2.042,2.362,2.108
RAW-00263,Triphala Powder,2025-09-15T09:01:08,high,18.55,71.2,6.27,1425.9,1.31,18.0,138,110,64,2.02,1.664,2.311,2.803,2.482
RAW-00264,Hing Powder,2025-06-27T13:09:57,high,19.72,69.8,7.2,1177.1,2.83,19.7,84,181,129,2.207,2.063,2.682,2.882,2.611
RAW-00265,Arjuna Bark,2025-06-26T16:35:18,high,19.69,48.1,6.61,634.0,2.99,11.3,103,153,135,2.232,1.905,2.397,2.89,2.753
RAW-00266,Ginger Root,2025-08-26T09:49:49,medium,23.66,59.5,5.37,1020.9,4.86,12.6,194,216,139,1.384,1.123,1.561,1.893,1.844
RAW-00267,Arjuna Bark,2025-07-15T08:20:18,medium,22.01,63.4,5.27,355.0,0.21,23.5,86,78,138,2.035,1.582,2.187,2.456,2.33
RAW-00268,Dalchini Bark,2025-07-31T17:25:03,high,31.45,57.8,8.49,1276.0,3.09,10.6,93,193,146,1.341,1.093,1.689,2.046,1.739
RAW-00269,Dalchini Bark,2025-09-21T14:50:37,high,21.49,80.1,7.75,1438.9,4.43,24.0,240,238,200,1.319,1.121,1.706,1.971,1.768
RAW-00270,Hing Powder,2025-06-18T15:52:06,high,21.14,64.8,8.35,1166.0,2.49,15.1,91,61,114,2.422,2.119,2.743,3.054,2.762
RAW-00271,Ajwain Seeds,2025-06-03T10:25:08,high,29.57,78.2,5.67,1318.6,3.88,16.3,119,66,173,1.891,1.553,2.137,2.533,2.212
RAW-00272,Elaichi Seeds,2025-08-07T11:02:22,medium,25.0,80.8,8.18,130.0,4.12,10.6,68,165,233,0.949,0.818,1.428,1.669,1.416
RAW-00273,Arjuna Bark,2025-06-10T11:26:27,high,31.86,53.4,4.55,1496.3,1.48,20.0,131,227,166,2.157,1.831,2.422,2.756,2.638
RAW-00274,Tejpatta Leaves,2025-09-19T09:56:38,medium,30.05,67.6,5.13,1051.4,2.62,19.8,186,227,78,1.552,1.201,1.761,2.014,1.801
RAW-00275,Giloy Stems,2025-09-08T08:55:33,medium,19.54,73.9,5.13,1282.4,3.66,22.6,118,130,79,1.517,1.182,1.754,2.176,1.988
RAW-00276,Mulethi Root,2025-08-28T10:15:20,medium,25.42,69.6,6.43,185.8,3.86,21.2,109,89,242,0.627,0.411,0.735,1.111,0.869
RAW-00277,Pudina Leaves,2025-08-31T16:30:18,high,18.22,48.7,5.81,683.9,1.47,18.7,144,214,72,1.606,1.379,1.933,2.171,1.964
RAW-00278,Methi Seeds,2025-08-29T09:44:12,low,25.89,65.7,7.41,890.8,0.9,20.1,105,169,228,1.334,1.112,1.449,1.631,1.529
RAW-00279,Triphala Powder,2025-07-11T09:24:51,medium,27.99,71.4,7.0,459.7,1.95,11.5,96,136,111,1.695,1.531,1.928,2.348,2.178
RAW-00280,Arjuna Bark,2025-06-22T08:28:47,high,25.0,72.2,6.07,432.2,4.78,19.1,140,101,77,2.143,1.938,2.58,2.924,2.626
RAW-00281,Elaichi Seeds,2025-07-25T16:43:22,low,28.19,63.1,7.93,1418.9,1.75,18.4,74,225,209,0.98,0.783,1.186,1.509,1.24
RAW-00282,Pudina Leaves,2025-09-03T11:53:37,low,19.66,70.8,5.5,1263.0,2.61,12.0,161,232,126,1.119,0.855,1.335,1.513,1.351
RAW-00283,Triphala Powder,2025-09-15T14:57:30,medium,29.52,53.4,6.08,509.1,2.06,12.3,204,212,165,1.737,1.571,2.077,2.475,2.364
RAW-00284,Ajwain Seeds,2025-07-05T14:37:08,high,28.25,62.3,7.22,933.1,3.87,16.7,222,142,151,1.739,1.462,2.089,2.398,2.21
RAW-00285,Ajwain Seeds,2025-06-12T13:19:54,high,23.34,50.6,7.0,1106.9,4.67,14.2,213,196,184,1.815,1.548,2.105,2.411,2.311
RAW-00286,Arjuna Bark,2025-09-19T15:37:02,high,18.26,46.4,8.16,560.4,2.11,10.3,126,231,176,2.061,1.859,2.383,2.834,2.645
RAW-00287,Curry Leaves,2025-09-07T15:31:19,low,22.25,58.8,8.46,197.8,2.08,10.9,69,51,137,1.17,1.029,1.519,1.741,1.528
RAW-00288,Elaichi Seeds,2025-06-02T16:13:03,high,20.99,45.4,7.61,1241.4,0.39,19.2,240,70,180,1.283,0.892,1.651,1.895,1.694
RAW-00289,Ashwagandha Root,2025-09-19T13:09:26,medium,20.38,83.6,4.56,747.6,1.73,16.7,136,147,124,1.732,1.592,2.059,2.374,2.29
RAW-00290,Shatavari Root,2025-06-26T09:22:40,low,30.38,79.5,6.27,899.5,4.88,18.0,52,101,123,0.817,0.475,1.036,1.242,1.035
RAW-00291,Honey,2025-08-02T08:51:42,high,22.38,78.1,6.88,1201.1,4.95,20.2,88,154,117,0.422,0.254,0.232,0.459,0.579
RAW-00292,Curry Leaves,2025-09-04T17:56:35,high,23.24,83.0,4.59,490.4,4.61,14.8,138,236,100,1.639,1.386,1.941,2.236,2.092
RAW-00293,Shankhpushpi,2025-06-04T15:58:47,medium,27.23,81.4,8.43,337.1,0.76,10.8,224,232,241,1.194,0.859,1.409,1.854,1.591
RAW-00294,Kalonji Seeds,2025-08-22T12:09:55,medium,25.94,72.3,4.51,1399.8,0.64,16.1,139,159,241,1.727,1.352,1.828,2.123,1.96
RAW-00295,Jeera Seeds,2025-08-28T09:38:09,high,25.37,58.0,4.94,692.0,1.34,23.6,239,181,135,1.516,1.346,1.843,2.173,1.939
RAW-00296,Tejpatta Leaves,2025-08-20T09:49:55,low,19.2,52.3,7.53,81.9,4.1,10.2,216,253,197,1.265,1.061,1.375,1.668,1.478
RAW-00297,Ashwagandha Root,2025-09-13T14:51:53,medium,30.57,62.9,6.25,1187.6,0.56,17.8,189,148,174,1.823,1.637,2.013,2.477,2.27
RAW-00298,Kalonji Seeds,2025-06-02T09:40:44,medium,23.54,56.9,7.97,1132.8,4.3,17.4,175,73,121,1.814,1.452,2.081,2.34,2.002
RAW-00299,Methi Seeds,2025-07-07T12:18:52,high,31.55,75.1,7.74,97.6,2.39,19.7,191,65,220,1.915,1.673,2.117,2.488,2.207
RAW-00300,Pudina Leaves,2025-08-13T08:11:05,high,18.88,64.0,7.26,931.2,2.74,17.0,147,91,188,1.72,1.479,1.833,2.362,2.125
RAW-00301,Ajwain Seeds,2025-09-07T14:07:50,medium,30.02,83.3,6.5,1400.7,2.96,18.1,206,183,184,1.45,1.244,1.707,2.034,1.872
RAW-00302,Dhania Seeds,2025-06-18T14:43:37,high,18.02,79.9,4.62,1083.5,0.33,14.0,81,77,180,1.237,0.868,1.519,1.826,1.595
RAW-00303,Curry Leaves,2025-08-30T11:46:14,low,27.0,60.3,8.33,528.5,4.81,23.5,231,63,236,1.152,0.938,1.446,1.619,1.454
RAW-00304,Ginger Root,2025-07-23T14:26:46,high,30.99,82.3,7.38,1160.4,0.55,17.7,171,125,213,1.536,1.105,1.75,2.118,1.928
RAW-00305,Arjuna Bark,2025-09-12T08:39:52,low,30.93,63.3,7.88,705.9,2.18,12.4,183,248,75,1.626,1.464,1.953,2.257,2.026
RAW-00306,Methi Seeds,2025-06-08T16:26:03,low,29.42,77.1,7.88,217.5,4.85,24.4,156,175,98,1.43,1.081,1.416,1.78,1.618
RAW-00307,Ginger Root,2025-06-14T17:43:15,high,22.02,55.7,7.94,151.3,3.42,12.6,246,186,205,1.413,1.051,1.726,2.024,1.791
RAW-00308,Amla Fruit,2025-08-22T10:08:35,low,22.87,65.8,7.12,656.6,3.6,22.9,59,121,113,1.211,1.1,1.529,1.747,1.59
RAW-00309,Triphala Powder,2025-09-13T15:56:09,low,21.1,46.4,6.14,469.3,4.06,22.0,187,192,188,1.505,1.294,1.717,1.943,1.851
RAW-00310,Kalonji Seeds,2025-06-24T12:03:12,high,23.53,83.1,6.44,1462.0,0.14,23.5,57,59,244,2.058,1.742,2.325,2.61,2.461
RAW-00311,Ashwagandha Root,2025-06-15T14:22:17,low,19.22,53.9,5.25,670.6,3.33,14.0,205,123,135,1.567,1.29,1.805,2.214,1.884
RAW-00312,Curry Leaves,2025-08-06T14:43:07,medium,30.45,78.8,6.6,1052.7,4.43,17.4,130,137,198,1.568,1.182,1.754,2.065,1.861
RAW-00313,Pudina Leaves,2025-09-16T08:29:11,medium,20.24,56.3,5.43,1114.4,0.25,19.3,213,244,118,1.47,1.236,1.748,1.961,1.752
RAW-00314,Dalchini Bark,2025-07-17T10:01:43,high,19.78,60.9,5.18,419.3,1.39,18.3,61,241,55,1.323,1.025,1.653,1.948,1.852
RAW-00315,Tejpatta Leaves,2025-08-29T12:08:45,high,19.92,65.3,5.01,741.1,3.84,13.9,157,152,99,1.691,1.498,1.972,2.425,2.135
RAW-00316,Ginger Root,2025-08-11T15:19:53,medium,26.78,57.1,8.37,1069.3,0.77,16.3,81,94,110,1.189,0.99,1.438,1.747,1.658
RAW-00317,Methi Seeds,2025-09-05T12:50:11,high,18.86,66.0,6.49,259.0,4.61,16.6,185,168,214,1.901,1.656,2.003,2.3,2.201
RAW-00318,Dalchini Bark,2025-08-31T16:29:06,low,25.84,51.2,7.67,1376.6,0.93,22.3,158,155,138,0.852,0.77,1.134,1.373,1.25
RAW-00319,Elaichi Seeds,2025-08-01T17:55:37,low,18.29,59.5,6.63,1314.2,3.47,11.7,75,99,51,0.836,0.611,1.029,1.276,0.996
RAW-00320,Jeera Seeds,2025-07-26T13:41:39,medium,23.0,49.3,6.18,1104.3,0.63,13.1,99,229,89,1.266,1.0,1.531,1.742,1.695
RAW-00321,Neem Leaves,2025-06-08T15:32:33,low,21.0,58.6,7.64,328.4,3.23,19.8,230,202,138,1.507,1.278,1.771,2.05,1.917
RAW-00322,Mulethi Root,2025-08-24T16:54:47,high,26.92,67.1,4.55,1059.9,1.94,24.1,99,166,66,0.722,0.401,0.866,1.282,0.982
RAW-00323,Kalonji Seeds,2025-06-29T10:03:22,high,28.79,69.7,6.89,474.2,3.45,21.9,136,117,133,1.976,1.701,2.347,2.534,2.5
RAW-00324,Triphala Powder,2025-08-30T16:33:03,high,23.95,61.7,7.16,760.3,2.64,16.5,75,83,57,1.903,1.577,2.166,2.693,2.417
RAW-00325,Neem Leaves,2025-07-25T09:53:13,high,25.2,49.3,7.14,1262.3,3.62,17.8,146,170,190,2.404,2.068,2.819,3.246,2.993
RAW-00326,Hing Powder,2025-09-04T09:34:00,medium,29.4,65.8,7.59,807.9,0.87,11.9,200,119,51,2.075,1.84,2.301,2.57,2.345
RAW-00327,Triphala Powder,2025-09-17T08:05:04,high,30.5,73.8,6.84,1049.4,4.7,13.7,117,182,237,2.013,1.751,2.449,2.914,2.564
RAW-00328,Shatavari Root,2025-07-22T17:45:27,high,25.62,66.7,6.49,245.4,2.53,12.5,124,174,219,1.011,0.794,1.299,1.784,1.502
RAW-00329,Ajwain Seeds,2025-08-28T08:59:36,high,31.09,45.3,4.69,327.7,0.92,12.7,233,83,186,1.714,1.452,2.04,2.232,2.209
RAW-00330,Ginger Root,2025-09-23T12:40:12,medium,30.25,65.5,6.12,284.9,3.53,23.9,253,231,118,1.38,1.139,1.469,1.755,1.74
RAW-00331,Honey,2025-07-03T10:50:31,medium,19.38,75.3,5.39,130.7,4.01,12.3,69,188,145,0.263,0.235,0.146,0.475,0.375
RAW-00332,Hing Powder,2025-06-21T09:12:21,high,21.39,51.8,7.6,238.1,2.32,17.6,52,59,169,2.467,2.141,2.682,2.991,2.785
RAW-00333,Pudina Leaves,2025-08-22T12:04:57,high,28.25,69.4,7.78,636.0,1.19,17.7,223,210,70,1.603,1.284,1.889,2.201,2.057
RAW-00334,Turmeric Powder,2025-09-26T16:04:05,high,22.9,73.3,5.97,855.1,0.59,22.1,130,57,236,1.621,1.286,1.871,2.17,1.948
RAW-00335,Curry Leaves,2025-07-22T09:26:21,high,22.81,72.8,8.04,734.6,1.98,13.8,149,178,106,1.68,1.406,1.93,2.174,2.037
RAW-00336,Arjuna Bark,2025-06-16T10:47:10,low,29.28,76.7,6.83,1182.1,1.04,10.8,126,253,57,1.674,1.441,1.9,2.137,2.08
RAW-00337,Ginger Root,2025-06-12T10:45:26,high,18.13,63.4,6.45,82.7,3.47,14.4,205,240,130,1.357,1.135,1.763,2.003,1.923
RAW-00338,Curry Leaves,2025-07-19T13:29:48,medium,25.69,68.3,6.11,1426.2,3.91,14.3,205,107,69,1.389,1.136,1.679,1.947,1.753
RAW-00339,Mulethi Root,2025-08-21T14:42:56,high,30.43,56.3,6.25,564.7,0.46,20.1,80,70,130,0.75,0.319,0.997,1.182,0.971
RAW-00340,Dhania Seeds,2025-09-22T17:25:20,high,27.04,60.9,4.81,591.8,3.47,20.1,59,122,254,1.265,0.874,1.557,1.924,1.626
